obligacion;valor pago;fecha;cod
1023457341;$ 1.463.010;10/10/2020;recaudo
1023457342;$ 48.137.005;11/10/2020;recaudo
1023457343;$ 99.347.296;12/10/2020;recaudo
1023457344;$ 80.526.888;13/10/2020;recaudo
1023457345;$ 73.636.581;14/10/2020;recaudo
1023457346;$ 10.520.608;15/10/2020;recaudo
1023457347;$ 5.983.647;16/10/2020;recaudo
1023457348;$ 52.825.793;17/10/2020;recaudo
1023457349;$ 39.083.842;18/10/2020;recaudo
1023457350;$ 7.416.958;19/10/2020;recaudo
1023457351;$ 45.723.474;20/10/2020;recaudo
1023457352;$ 26.198.245;21/10/2020;recaudo
1023457353;$ 21.735.472;22/10/2020;recaudo
1023457354;$ 3.382.043;1/10/2020;recaudo
1023457355;$ 61.577.982;2/10/2020;recaudo
1023457356;$ 70.911.791;3/10/2020;recaudo
1023457357;$ 62.315.005;4/10/2020;recaudo
1023457358;$ 90.259.010;5/10/2020;recaudo
1023457359;$ 3.534.095;6/10/2020;recaudo
1023457360;$ 4.100.442;7/10/2020;recaudo
1023457361;$ 49.879.272;8/10/2020;recaudo
1023457362;$ 58.609.787;9/10/2020;recaudo
1023457363;$ 17.681.150;10/10/2020;recaudo
1023457364;$ 87.653.282;11/10/2020;recaudo
1023457365;$ 80.717.236;12/10/2020;recaudo
1023457366;$ 82.076.584;13/10/2020;recaudo
1023457367;$ 75.595.468;14/10/2020;recaudo
1023457368;$ 46.111.293;15/10/2020;recaudo
1023457369;$ 50.476.391;16/10/2020;recaudo
1023457370;$ 80.339.618;17/10/2020;recaudo
1023457371;$ 17.088.789;18/10/2020;recaudo
1023457372;$ 37.282.716;19/10/2020;recaudo
1023457373;$ 4.755.547;20/10/2020;recaudo
1023457374;$ 77.057.770;21/10/2020;recaudo
1023457375;$ 50.776.555;22/10/2020;recaudo
1023457376;$ 98.928.721;1/10/2020;recaudo
1023457377;$ 25.738.423;2/10/2020;recaudo
1023457378;$ 44.852.742;3/10/2020;recaudo
1023457379;$ 42.682.118;4/10/2020;recaudo
1023457380;$ 13.321.709;5/10/2020;recaudo
1023457381;$ 96.201.951;6/10/2020;recaudo
1023457382;$ 61.721.696;7/10/2020;recaudo
1023457383;$ 26.192.929;8/10/2020;recaudo
1023457384;$ 6.107.055;9/10/2020;recaudo
1023457385;$ 5.312.587;10/10/2020;recaudo
1023457386;$ 90.510.404;11/10/2020;recaudo
1023457387;$ 51.423.454;12/10/2020;recaudo
1023457388;$ 15.332.713;13/10/2020;recaudo
1023457389;$ 64.807.038;14/10/2020;recaudo
1023457390;$ 90.706.515;15/10/2020;recaudo
1023457391;$ 89.376.496;16/10/2020;recaudo
1023457392;$ 63.547.174;17/10/2020;recaudo
1023457393;$ 99.477.509;18/10/2020;recaudo
1023457394;$ 51.081.402;19/10/2020;recaudo
1023457395;$ 58.614.501;20/10/2020;recaudo
1023457396;$ 79.077.454;21/10/2020;recaudo
1023457397;$ 54.536.107;22/10/2020;recaudo
1023457398;$ 47.519.899;1/10/2020;recaudo
1023457399;$ 80.291.431;2/10/2020;recaudo
1023457400;$ 8.664.596;3/10/2020;recaudo
1023457401;$ 17.123.976;4/10/2020;recaudo
1023457402;$ 57.264.544;5/10/2020;recaudo
1023457403;$ 9.390.932;6/10/2020;recaudo
1023457404;$ 68.857.781;7/10/2020;recaudo
1023457405;$ 28.761.604;8/10/2020;recaudo
1023457406;$ 35.532.712;9/10/2020;recaudo
1023457407;$ 4.240.203;10/10/2020;recaudo
1023457408;$ 55.886.237;11/10/2020;recaudo
1023457409;$ 28.671.488;12/10/2020;recaudo
1023457410;$ 46.438.052;13/10/2020;recaudo
1023457411;$ 1.392.357;14/10/2020;recaudo
1023457412;$ 33.390.525;15/10/2020;recaudo
1023457413;$ 77.861.466;16/10/2020;recaudo
1023457414;$ 12.646.454;17/10/2020;recaudo
1023457415;$ 73.657.111;18/10/2020;recaudo
1023457416;$ 6.984.435;19/10/2020;recaudo
1023457417;$ 75.446.562;20/10/2020;recaudo
1023457418;$ 5.091.605;21/10/2020;recaudo
1023457419;$ 8.264.357;22/10/2020;recaudo
1023457420;$ 80.464.716;23/10/2020;recaudo
1023457421;$ 62.841.872;24/10/2020;recaudo
1023457422;$ 26.367.890;25/10/2020;recaudo
1023457423;$ 38.738.955;26/10/2020;recaudo
1023457424;$ 37.150.727;27/10/2020;recaudo
1023457425;$ 50.116.285;28/10/2020;recaudo
1023457426;$ 91.390.179;29/10/2020;recaudo
1023457427;$ 50.443.482;1/10/2020;recaudo
1023457428;$ 9.497.425;2/10/2020;recaudo
1023457429;$ 76.157.219;3/10/2020;recaudo
1023457430;$ 24.426.565;4/10/2020;recaudo
1023457431;$ 25.826.437;5/10/2020;recaudo
1023457432;$ 10.275.967;6/10/2020;recaudo
1023457433;$ 28.305.851;7/10/2020;recaudo
1023457434;$ 40.713.016;8/10/2020;recaudo
1023457435;$ 29.201.420;9/10/2020;recaudo
1023457436;$ 27.336.545;10/10/2020;recaudo
1023457437;$ 16.364.258;11/10/2020;recaudo
1023457438;$ 41.906.235;12/10/2020;recaudo
1023457439;$ 15.524.926;13/10/2020;recaudo
1023457440;$ 24.822.241;14/10/2020;recaudo
1023457441;$ 81.994.948;15/10/2020;recaudo
1023457442;$ 5.957.684;16/10/2020;recaudo
1023457443;$ 61.115.203;17/10/2020;recaudo
1023457444;$ 90.369.284;18/10/2020;recaudo
1023457445;$ 89.048.917;19/10/2020;recaudo
1023457446;$ 500.192;20/10/2020;recaudo
1023457447;$ 50.127.303;21/10/2020;recaudo
1023457448;$ 59.511.594;22/10/2020;recaudo
1023457449;$ 15.974.002;23/10/2020;recaudo
1023457450;$ 59.778.996;24/10/2020;recaudo
1023457451;$ 17.955.088;25/10/2020;recaudo
1023457452;$ 43.856.497;26/10/2020;recaudo
1023457453;$ 18.470.770;27/10/2020;recaudo
1023457454;$ 4.106.279;28/10/2020;recaudo
1023457455;$ 14.209.464;29/10/2020;recaudo
1023457456;$ 80.641.489;1/10/2020;recaudo
1023457457;$ 73.238.243;2/10/2020;recaudo
1023457458;$ 40.595.809;3/10/2020;recaudo
1023457459;$ 15.873.484;4/10/2020;recaudo
1023457460;$ 26.555.394;5/10/2020;recaudo
1023457461;$ 21.629.775;6/10/2020;recaudo
1023457462;$ 31.230.981;7/10/2020;recaudo
1023457463;$ 98.631.460;8/10/2020;recaudo
1023457464;$ 11.033.739;9/10/2020;recaudo
1023457465;$ 64.238.573;10/10/2020;recaudo
1023457466;$ 18.502.344;11/10/2020;recaudo
1023457467;$ 89.578.768;12/10/2020;recaudo
1023457468;$ 29.120.308;13/10/2020;recaudo
1023457469;$ 9.944.386;14/10/2020;recaudo
1023457470;$ 61.571.405;15/10/2020;recaudo
1023457471;$ 19.957.365;16/10/2020;recaudo
1023457472;$ 94.650.170;17/10/2020;recaudo
1023457473;$ 67.463.570;18/10/2020;recaudo
1023457474;$ 52.530.414;19/10/2020;recaudo
1023457475;$ 45.763.555;20/10/2020;recaudo
1023457476;$ 90.933.445;21/10/2020;recaudo
1023457477;$ 53.696.544;22/10/2020;recaudo
1023457478;$ 75.870.277;23/10/2020;recaudo
1023457479;$ 81.175.240;24/10/2020;recaudo
1023457480;$ 43.023.220;25/10/2020;recaudo
1023457481;$ 53.430.182;26/10/2020;recaudo
1023457482;$ 17.926.928;27/10/2020;recaudo
1023457483;$ 29.096.353;28/10/2020;recaudo
1023457484;$ 37.720.631;29/10/2020;recaudo
1023457485;$ 73.751.264;1/10/2020;recaudo
1023457486;$ 17.604.019;2/10/2020;recaudo
1023457487;$ 6.416.593;3/10/2020;recaudo
1023457488;$ 78.768.662;4/10/2020;recaudo
1023457489;$ 14.619.523;5/10/2020;recaudo
1023457490;$ 25.442.556;6/10/2020;recaudo
1023457491;$ 66.918.134;7/10/2020;recaudo
1023457492;$ 92.464.161;8/10/2020;recaudo
1023457493;$ 65.451.510;9/10/2020;recaudo
1023457494;$ 25.276.607;10/10/2020;recaudo
1023457495;$ 71.386.078;11/10/2020;recaudo
1023457496;$ 44.281.379;12/10/2020;recaudo
1023457497;$ 31.231.815;13/10/2020;recaudo
1023457498;$ 14.250.742;14/10/2020;recaudo
1023457499;$ 61.823.693;15/10/2020;recaudo
1023457500;$ 14.073.961;16/10/2020;recaudo
1023457501;$ 95.561.016;17/10/2020;recaudo
1023457502;$ 19.022.150;18/10/2020;recaudo
1023457503;$ 64.575.717;19/10/2020;recaudo
1023457504;$ 84.660.771;20/10/2020;recaudo
1023457505;$ 37.209.423;21/10/2020;recaudo
1023457506;$ 72.978.813;22/10/2020;recaudo
1023457507;$ 86.117.940;23/10/2020;recaudo
1023457508;$ 85.945.672;1/10/2020;recaudo
1023457509;$ 39.443.330;2/10/2020;recaudo
1023457510;$ 4.220.746;3/10/2020;recaudo
1023457511;$ 37.945.789;4/10/2020;recaudo
1023457512;$ 52.855.241;5/10/2020;recaudo
1023457513;$ 32.444.562;6/10/2020;recaudo
1023457514;$ 69.657.029;7/10/2020;recaudo
1023457515;$ 9.517.741;8/10/2020;recaudo
1023457516;$ 26.458;9/10/2020;recaudo
1023457517;$ 71.238.361;10/10/2020;recaudo
1023457518;$ 51.195.708;11/10/2020;recaudo
1023457519;$ 43.396.747;12/10/2020;recaudo
1023457520;$ 24.568.888;13/10/2020;recaudo
1023457521;$ 19.821.448;14/10/2020;recaudo
1023457522;$ 89.124.875;15/10/2020;recaudo
1023457523;$ 59.643.974;16/10/2020;recaudo
1023457524;$ 5.873.948;17/10/2020;recaudo
1023457525;$ 55.423.243;18/10/2020;recaudo
1023457526;$ 66.961.410;19/10/2020;recaudo
1023457527;$ 71.653.038;20/10/2020;recaudo
1023457528;$ 21.525.451;21/10/2020;recaudo
1023457529;$ 28.914.470;22/10/2020;recaudo
1023457530;$ 34.510.445;1/10/2020;recaudo
1023457531;$ 4.456.714;2/10/2020;recaudo
1023457532;$ 85.866.088;3/10/2020;recaudo
1023457533;$ 66.717.136;4/10/2020;recaudo
1023457534;$ 53.506.411;5/10/2020;recaudo
1023457535;$ 13.620.173;6/10/2020;recaudo
1023457536;$ 61.979.827;7/10/2020;recaudo
1023457537;$ 1.500.274;8/10/2020;recaudo
1023457538;$ 87.747.713;9/10/2020;recaudo
1023457539;$ 76.085.313;10/10/2020;recaudo
1023457540;$ 78.457.492;11/10/2020;recaudo
1023457541;$ 52.483.637;12/10/2020;recaudo
1023457542;$ 99.105.167;13/10/2020;recaudo
1023457543;$ 32.213.368;14/10/2020;recaudo
1023457544;$ 91.799.570;15/10/2020;recaudo
1023457545;$ 64.837.326;16/10/2020;recaudo
1023457546;$ 47.261.312;17/10/2020;recaudo
1023457547;$ 53.474.049;18/10/2020;recaudo
1023457548;$ 94.535.779;19/10/2020;recaudo
1023457549;$ 44.315.381;20/10/2020;recaudo
1023457550;$ 89.185.575;21/10/2020;recaudo
1023457551;$ 24.601.178;22/10/2020;recaudo
1023457552;$ 77.014.531;1/10/2020;recaudo
1023457553;$ 89.351.840;2/10/2020;recaudo
1023457554;$ 10.813.797;3/10/2020;recaudo
1023457555;$ 73.047.770;4/10/2020;recaudo
1023457556;$ 53.604.611;5/10/2020;recaudo
1023457557;$ 25.750.703;6/10/2020;recaudo
1023457558;$ 99.061.199;7/10/2020;recaudo
1023457559;$ 28.588.286;8/10/2020;recaudo
1023457560;$ 50.844.564;9/10/2020;recaudo
1023457561;$ 33.907.947;10/10/2020;recaudo
1023457562;$ 76.736.902;11/10/2020;recaudo
1023457563;$ 94.817.314;12/10/2020;recaudo
1023457564;$ 38.108.771;13/10/2020;recaudo
1023457565;$ 52.693.078;14/10/2020;recaudo
1023457566;$ 56.748.464;15/10/2020;recaudo
1023457567;$ 93.010.694;16/10/2020;recaudo
1023457568;$ 50.021.219;17/10/2020;recaudo
1023457569;$ 20.894.329;18/10/2020;recaudo
1023457570;$ 65.696.745;19/10/2020;recaudo
1023457571;$ 22.041.675;20/10/2020;recaudo
1023457572;$ 91.173.103;21/10/2020;recaudo
1023457573;$ 61.182.721;22/10/2020;recaudo
1023457574;$ 98.228.551;1/10/2020;recaudo
1023457575;$ 74.778.729;2/10/2020;recaudo
1023457576;$ 75.477.346;3/10/2020;recaudo
1023457577;$ 75.198.765;4/10/2020;recaudo
1023457578;$ 32.610.860;5/10/2020;recaudo
1023457579;$ 43.375.675;6/10/2020;recaudo
1023457580;$ 1.719.489;7/10/2020;recaudo
1023457581;$ 31.033.169;8/10/2020;recaudo
1023457582;$ 46.185.188;9/10/2020;recaudo
1023457583;$ 15.521.714;10/10/2020;recaudo
1023457584;$ 20.715.730;11/10/2020;recaudo
1023457585;$ 21.052.404;12/10/2020;recaudo
1023457586;$ 94.423.337;13/10/2020;recaudo
1023457587;$ 21.972.825;14/10/2020;recaudo
1023457588;$ 39.811.986;15/10/2020;recaudo
1023457589;$ 59.952.271;16/10/2020;recaudo
1023457590;$ 85.866.627;17/10/2020;recaudo
1023457591;$ 32.600.866;18/10/2020;recaudo
1023457592;$ 75.589.736;19/10/2020;recaudo
1023457593;$ 55.182.288;20/10/2020;recaudo
1023457594;$ 20.187.016;21/10/2020;recaudo
1023457595;$ 31.712.883;22/10/2020;recaudo
1023457596;$ 59.166.595;23/10/2020;recaudo
1023457597;$ 30.405.834;24/10/2020;recaudo
1023457598;$ 54.547.160;25/10/2020;recaudo
1023457599;$ 49.569.063;26/10/2020;recaudo
1023457600;$ 12.002.691;27/10/2020;recaudo
1023457601;$ 11.531.185;28/10/2020;recaudo
1023457602;$ 1.507.187;29/10/2020;recaudo
1023457603;$ 62.956.429;1/10/2020;recaudo
1023457604;$ 88.085.298;2/10/2020;recaudo
1023457605;$ 64.481.974;3/10/2020;recaudo
1023457606;$ 48.086.892;4/10/2020;recaudo
1023457607;$ 78.466.276;5/10/2020;recaudo
1023457608;$ 63.452.438;6/10/2020;recaudo
1023457609;$ 23.418.801;7/10/2020;recaudo
1023457610;$ 27.119.952;8/10/2020;recaudo
1023457611;$ 58.360.181;9/10/2020;recaudo
1023457612;$ 8.415.545;10/10/2020;recaudo
1023457613;$ 98.375.541;11/10/2020;recaudo
1023457614;$ 4.441.999;12/10/2020;recaudo
1023457615;$ 16.015.529;13/10/2020;recaudo
1023457616;$ 46.886.650;14/10/2020;recaudo
1023457617;$ 27.894.274;15/10/2020;recaudo
1023457618;$ 925.796;16/10/2020;recaudo
1023457619;$ 21.380.322;17/10/2020;recaudo
1023457620;$ 33.446.431;18/10/2020;recaudo
1023457621;$ 20.369.026;19/10/2020;recaudo
1023457622;$ 98.898.953;20/10/2020;recaudo
1023457623;$ 54.342.331;21/10/2020;recaudo
1023457624;$ 557.938;22/10/2020;recaudo
1023457625;$ 69.357.084;23/10/2020;recaudo
1023457626;$ 91.043.391;24/10/2020;recaudo
1023457627;$ 89.076.369;25/10/2020;recaudo
1023457628;$ 62.264.316;26/10/2020;recaudo
1023457629;$ 90.656.072;27/10/2020;recaudo
1023457630;$ 1.686.049;28/10/2020;recaudo
1023457631;$ 87.034.183;29/10/2020;recaudo
1023457632;$ 81.197.757;1/10/2020;recaudo
1023457633;$ 78.791.756;2/10/2020;recaudo
1023457634;$ 1.230.669;3/10/2020;recaudo
1023457635;$ 1.836.245;4/10/2020;recaudo
1023457636;$ 81.586.991;5/10/2020;recaudo
1023457637;$ 28.923.369;6/10/2020;recaudo
1023457638;$ 38.544.311;7/10/2020;recaudo
1023457639;$ 69.404.044;8/10/2020;recaudo
1023457640;$ 31.659.219;9/10/2020;recaudo
1023457641;$ 84.826.743;10/10/2020;recaudo
1023457642;$ 1.277.378;11/10/2020;recaudo
1023457643;$ 73.279.359;12/10/2020;recaudo
1023457644;$ 38.654.198;13/10/2020;recaudo
1023457645;$ 61.328.215;14/10/2020;recaudo
1023457646;$ 77.764.591;15/10/2020;recaudo
1023457647;$ 95.733.326;16/10/2020;recaudo
1023457648;$ 94.563.972;17/10/2020;recaudo
1023457649;$ 22.550.473;18/10/2020;recaudo
1023457650;$ 91.702.443;19/10/2020;recaudo
1023457651;$ 22.148.721;20/10/2020;recaudo
1023457652;$ 59.002.058;21/10/2020;recaudo
1023457653;$ 27.697.611;22/10/2020;recaudo
1023457654;$ 45.067.508;23/10/2020;recaudo
1023457655;$ 76.359.773;24/10/2020;recaudo
1023457656;$ 80.414.155;25/10/2020;recaudo
1023457657;$ 31.981.607;26/10/2020;recaudo
1023457658;$ 81.267.335;27/10/2020;recaudo
1023457659;$ 56.251.761;28/10/2020;recaudo
1023457660;$ 86.631.083;29/10/2020;recaudo
1023457661;$ 96.919.554;1/10/2020;recaudo
1023457662;$ 40.692.944;2/10/2020;recaudo
1023457663;$ 22.035.562;3/10/2020;recaudo
1023457664;$ 53.179.781;4/10/2020;recaudo
1023457665;$ 214.960;5/10/2020;recaudo
1023457666;$ 60.321.528;6/10/2020;recaudo
1023457667;$ 87.548.618;7/10/2020;recaudo
1023457668;$ 37.001.368;8/10/2020;recaudo
1023457669;$ 47.839.135;9/10/2020;recaudo
1023457670;$ 28.198.349;10/10/2020;recaudo
1023457671;$ 50.996.458;11/10/2020;recaudo
1023457672;$ 3.346.009;12/10/2020;recaudo
1023457673;$ 30.079.335;13/10/2020;recaudo
1023457674;$ 78.243.204;14/10/2020;recaudo
1023457675;$ 97.918.255;15/10/2020;recaudo
1023457676;$ 9.832.684;16/10/2020;recaudo
1023457677;$ 72.342.735;17/10/2020;recaudo
1023457678;$ 46.826.940;18/10/2020;recaudo
1023457679;$ 41.562.331;19/10/2020;recaudo
1023457680;$ 94.671.597;20/10/2020;recaudo
1023457681;$ 41.492.951;21/10/2020;recaudo
1023457682;$ 59.007.495;22/10/2020;recaudo
1023457683;$ 62.738.571;23/10/2020;recaudo
1023457684;$ 96.449.103;1/10/2020;recaudo
1023457685;$ 18.323.344;2/10/2020;recaudo
1023457686;$ 88.378.110;3/10/2020;recaudo
1023457687;$ 6.810.764;4/10/2020;recaudo
1023457688;$ 48.598.105;5/10/2020;recaudo
1023457689;$ 58.407.047;6/10/2020;recaudo
1023457690;$ 85.050.672;7/10/2020;recaudo
1023457691;$ 10.336.393;8/10/2020;recaudo
1023457692;$ 57.508.487;9/10/2020;recaudo
1023457693;$ 2.844.980;10/10/2020;recaudo
1023457694;$ 45.658.129;11/10/2020;recaudo
1023457695;$ 60.456.314;12/10/2020;recaudo
1023457696;$ 4.088.528;13/10/2020;recaudo
1023457697;$ 36.167.948;14/10/2020;recaudo
1023457698;$ 6.467.046;15/10/2020;recaudo
1023457699;$ 62.938.585;16/10/2020;recaudo
1023457700;$ 73.170.704;17/10/2020;recaudo
1023457701;$ 46.585.353;18/10/2020;recaudo
1023457702;$ 44.628.389;19/10/2020;recaudo
1023457703;$ 25.247.467;20/10/2020;recaudo
1023457704;$ 79.718.771;21/10/2020;recaudo
1023457705;$ 54.255.380;22/10/2020;recaudo
1023457706;$ 59.214.872;1/10/2020;recaudo
1023457707;$ 27.509.759;2/10/2020;recaudo
1023457708;$ 81.288.203;3/10/2020;recaudo
1023457709;$ 21.636.250;4/10/2020;recaudo
1023457710;$ 30.084.299;5/10/2020;recaudo
1023457711;$ 90.559.364;6/10/2020;recaudo
1023457712;$ 9.273.416;7/10/2020;recaudo
1023457713;$ 1.491.855;8/10/2020;recaudo
1023457714;$ 19.546.299;9/10/2020;recaudo
1023457715;$ 42.551.713;10/10/2020;recaudo
1023457716;$ 25.408.227;11/10/2020;recaudo
1023457717;$ 21.494.585;12/10/2020;recaudo
1023457718;$ 54.971.020;13/10/2020;recaudo
1023457719;$ 99.596.746;14/10/2020;recaudo
1023457720;$ 8.825.826;15/10/2020;recaudo
1023457721;$ 66.463.900;16/10/2020;recaudo
1023457722;$ 52.145.524;17/10/2020;recaudo
1023457723;$ 49.452.743;18/10/2020;recaudo
1023457724;$ 20.808.388;19/10/2020;recaudo
1023457725;$ 8.302.839;20/10/2020;recaudo
1023457726;$ 87.958.992;21/10/2020;recaudo
1023457727;$ 52.626.768;22/10/2020;recaudo
1023457728;$ 26.154.688;1/10/2020;recaudo
1023457729;$ 80.420.679;2/10/2020;recaudo
1023457730;$ 58.125.953;3/10/2020;recaudo
1023457731;$ 22.952.376;4/10/2020;recaudo
1023457732;$ 4.016.347;5/10/2020;recaudo
1023457733;$ 13.065.553;6/10/2020;recaudo
1023457734;$ 92.861.215;7/10/2020;recaudo
1023457735;$ 32.548.325;8/10/2020;recaudo
1023457736;$ 97.768.331;9/10/2020;recaudo
1023457737;$ 51.441.350;10/10/2020;recaudo
1023457738;$ 97.009.048;11/10/2020;recaudo
1023457739;$ 75.535.190;12/10/2020;recaudo
1023457740;$ 86.466.176;13/10/2020;recaudo
1023457741;$ 29.159.132;14/10/2020;recaudo
1023457742;$ 22.416.476;15/10/2020;recaudo
1023457743;$ 98.440.820;16/10/2020;recaudo
1023457744;$ 23.845.768;17/10/2020;recaudo
1023457745;$ 71.172.307;18/10/2020;recaudo
1023457746;$ 88.105.182;19/10/2020;recaudo
1023457747;$ 18.093.630;20/10/2020;recaudo
1023457748;$ 3.621.177;21/10/2020;recaudo
1023457749;$ 81.369.115;22/10/2020;recaudo
1023457750;$ 38.123.375;1/10/2020;recaudo
1023457751;$ 43.515.955;2/10/2020;recaudo
1023457752;$ 54.243.719;3/10/2020;recaudo
1023457753;$ 31.720.016;4/10/2020;recaudo
1023457754;$ 58.894.519;5/10/2020;recaudo
1023457755;$ 48.264.871;6/10/2020;recaudo
1023457756;$ 35.587.805;7/10/2020;recaudo
1023457757;$ 22.585.263;8/10/2020;recaudo
1023457758;$ 46.784.150;9/10/2020;recaudo
1023457759;$ 25.386.868;10/10/2020;recaudo
1023457760;$ 83.337.328;11/10/2020;recaudo
1023457761;$ 17.023.788;12/10/2020;recaudo
1023457762;$ 80.749.408;13/10/2020;recaudo
1023457763;$ 49.610.897;14/10/2020;recaudo
1023457764;$ 77.486.919;15/10/2020;recaudo
1023457765;$ 68.583.070;16/10/2020;recaudo
1023457766;$ 82.285.045;17/10/2020;recaudo
1023457767;$ 87.335.417;18/10/2020;recaudo
1023457768;$ 4.255.281;19/10/2020;recaudo
1023457769;$ 39.462.669;20/10/2020;recaudo
1023457770;$ 45.211.854;21/10/2020;recaudo
1023457771;$ 29.010.844;22/10/2020;recaudo
1023457772;$ 21.658.588;23/10/2020;recaudo
1023457773;$ 66.677.728;24/10/2020;recaudo
1023457774;$ 57.106.565;25/10/2020;recaudo
1023457775;$ 40.430.504;26/10/2020;recaudo
1023457776;$ 97.984.039;27/10/2020;recaudo
1023457777;$ 45.714.041;28/10/2020;recaudo
1023457778;$ 96.075.459;29/10/2020;recaudo
1023457779;$ 59.577.965;1/10/2020;recaudo
1023457780;$ 51.939.798;2/10/2020;recaudo
1023457781;$ 9.879.295;3/10/2020;recaudo
1023457782;$ 55.415.134;4/10/2020;recaudo
1023457783;$ 45.367.214;5/10/2020;recaudo
1023457784;$ 85.061.141;6/10/2020;recaudo
1023457785;$ 67.054.529;7/10/2020;recaudo
1023457786;$ 32.609.337;8/10/2020;recaudo
1023457787;$ 92.524.435;9/10/2020;recaudo
1023457788;$ 49.510.556;10/10/2020;recaudo
1023457789;$ 75.858.707;11/10/2020;recaudo
1023457790;$ 9.276.644;12/10/2020;recaudo
1023457791;$ 22.788.954;13/10/2020;recaudo
1023457792;$ 20.241.229;14/10/2020;recaudo
1023457793;$ 7.179.797;15/10/2020;recaudo
1023457794;$ 36.211.048;16/10/2020;recaudo
1023457795;$ 39.294.062;17/10/2020;recaudo
1023457796;-$ 59.532;18/10/2020;recaudo
1023457797;$ 1.831.291;19/10/2020;recaudo
1023457798;$ 9.570.350;20/10/2020;recaudo
1023457799;$ 34.431.305;21/10/2020;recaudo
1023457800;$ 66.157.707;22/10/2020;recaudo
1023457801;$ 43.588.914;23/10/2020;recaudo
1023457802;$ 46.260.822;24/10/2020;recaudo
1023457803;$ 8.690.968;25/10/2020;recaudo
1023457804;$ 7.547.894;26/10/2020;recaudo
1023457805;$ 22.341.509;27/10/2020;recaudo
1023457806;$ 44.381.195;28/10/2020;recaudo
1023457807;$ 88.740.489;29/10/2020;recaudo
1023457808;$ 59.924.492;1/10/2020;recaudo
1023457809;$ 98.578.201;2/10/2020;recaudo
1023457810;$ 14.898.757;3/10/2020;recaudo
1023457811;$ 30.292.499;4/10/2020;recaudo
1023457812;$ 32.889.411;5/10/2020;recaudo
1023457813;$ 32.223.760;6/10/2020;recaudo
1023457814;$ 23.186.052;7/10/2020;recaudo
1023457815;$ 18.199.978;8/10/2020;recaudo
1023457816;$ 29.657.601;9/10/2020;recaudo
1023457817;$ 1.769.039;10/10/2020;recaudo
1023457818;$ 67.801.684;11/10/2020;recaudo
1023457819;$ 12.167.787;12/10/2020;recaudo
1023457820;$ 62.077.918;13/10/2020;recaudo
1023457821;$ 75.455.554;14/10/2020;recaudo
1023457822;$ 77.708.573;15/10/2020;recaudo
1023457823;$ 85.079.442;16/10/2020;recaudo
1023457824;$ 67.140.489;17/10/2020;recaudo
1023457825;$ 43.175.251;18/10/2020;recaudo
1023457826;$ 63.603.029;19/10/2020;recaudo
1023457827;$ 60.908.246;20/10/2020;recaudo
1023457828;$ 62.259.818;21/10/2020;recaudo
1023457829;$ 12.550.836;22/10/2020;recaudo
1023457830;$ 62.712.590;23/10/2020;recaudo
1023457831;$ 86.491.978;24/10/2020;recaudo
1023457832;$ 40.056.481;25/10/2020;recaudo
1023457833;$ 60.603.688;26/10/2020;recaudo
1023457834;$ 56.430.013;27/10/2020;recaudo
1023457835;$ 5.148.499;28/10/2020;recaudo
1023457836;$ 51.625.779;29/10/2020;recaudo
1023457837;$ 3.257.235;1/10/2020;recaudo
1023457838;$ 67.474.302;2/10/2020;recaudo
1023457839;$ 1.198.309;3/10/2020;recaudo
1023457840;$ 41.213.512;4/10/2020;recaudo
1023457841;$ 37.212.405;5/10/2020;recaudo
1023457842;$ 82.181.991;6/10/2020;recaudo
1023457843;$ 46.980.740;7/10/2020;recaudo
1023457844;$ 11.858.898;8/10/2020;recaudo
1023457845;$ 59.421.854;9/10/2020;recaudo
1023457846;$ 37.244.298;10/10/2020;recaudo
1023457847;$ 50.217.738;11/10/2020;recaudo
1023457848;$ 45.133.038;12/10/2020;recaudo
1023457849;$ 89.557.235;13/10/2020;recaudo
1023457850;$ 70.567.937;14/10/2020;recaudo
1023457851;$ 54.058.860;15/10/2020;recaudo
1023457852;$ 92.121.955;16/10/2020;recaudo
1023457853;$ 61.790.273;17/10/2020;recaudo
1023457854;$ 39.188.111;18/10/2020;recaudo
1023457855;$ 10.089.929;19/10/2020;recaudo
1023457856;$ 76.927.959;20/10/2020;recaudo
1023457857;$ 34.714.759;21/10/2020;recaudo
1023457858;$ 8.670.693;22/10/2020;recaudo
1023457859;$ 32.775.801;23/10/2020;recaudo
1023457860;$ 49.721.410;1/10/2020;recaudo
1023457861;$ 43.769.963;2/10/2020;recaudo
1023457862;$ 90.510.722;3/10/2020;recaudo
